DATE         	TIME          	SORTER_ID	WAVE	STN/BIN_ID	EVENT_ID	QUANTITY	BARCODE       	DESCRIPTION
2016/12/07	10:12:15 AM	   303	         896	     39  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     38  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     37  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     36  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     35  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     34  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     33  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     32  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     31  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     30  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     29  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     28  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     27  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     26  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     25  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     24  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     23  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     22  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     21  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     20  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     19  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     18  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     17  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     16  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     15  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     14  	     57  	        	               	SRT File Created
2016/12/07	10:12:15 AM	   303	         896	     13  	     57  	        	               	SRT File Created
